Rancho Sort	GARD Disease Title	GARD Disease ID	Rancho Disease Comment	Rancho Disease Status	oopd Vlookup	Metamap Text1	Metamap Term1	Metamap Name1	Metamap Type1	Designation	Neo4j Resolve1	Neo4j Resolve2	Neo4j Resolve3	Generic Name	Trade Name	Designation Date	Designation	Orphan Drug Status	FDA Approval Status	Approved Indication	Marketing Approval Date	Exclusivity End Date	Contact Company	Contact Address 1	Contact Address 2	Contact City	Contact State	Contact Zip	Contact Country	CF Grid Key
3889	Chronic lymphocytic leukemia	6104			3224	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	ofatumumab	Arzerra	39882	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	"ARZERRA (ofatumumab) is indicated, in combination with chlorambucil, for the treatment of previously untreated patients with chronic lymphocytic leukemia (CLL) for whom fludarabine-based therapy is considered inappropriate."	 04/17/2014 	 04/17/2021	Novartis Pharmaceuticals Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	275809
3889	Chronic lymphocytic leukemia	6104			3224	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	ofatumumab	Arzerra	39882	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of chronic lymphocytic leukemia (CLL) refractory to alemtuzumab and fludarabine	 10/26/2009 	 10/26/2016	Novartis Pharmaceuticals Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	275809
3889	Chronic lymphocytic leukemia	6104			3224	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	ofatumumab	Arzerra	39882	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	Arzerra in combination with fludarabine and cyclophosphamide for the treatment of patients with relapsed chronic lymphocytic leukemia (CLL).	 08/30/2016 	 N/A	Novartis Pharmaceuticals Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	275809
3878	Chronic lymphocytic leukemia	6104			3467	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	Bendamustine hydrochloride	Treanda	39311	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of patients with chronic lymphocytic leukemia	 03/20/2008 	 03/20/2015	"Cephalon, Inc."	41 Moores Road		Frazer	Pennsylvania	19355	USA	244807
3863	Chronic lymphocytic leukemia	6104			3951	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	rituximab	Rituxan	38015	Treatment of chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of patients previously untreated for CD20-positive chronic lymphocytic leukemia in combination wih fludarbine and cyclophosphamide	 02/18/2010 	 02/18/2017	"Genentech, Inc."	1DNA Way	MS 241A	South San Francisco	California	94080	USA	177603
3860	Chronic lymphocytic leukemia	6104			4437	of chronic lymphocytic leukemia.	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia.	CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CLL|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCI:C7886|UMLS:C0278791	REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA|REFRACTORY CHRONIC LYMPHOGENOUS LEUKEMIA|REFRACTORY CHRONIC LYMPHOCYTIC LEUKEMIA (CLL)|REFRACTORY CLL|CHRONIC LYMPHOCYTIC LEUKEMIA REFRACTORY|REFRACTORY CHRONIC LYMPHOID LEUKEMIA|NCIT:C7886|NCI:C7886|UMLS:C0278791	CHRONIC LYMPHOCYTIC LEUKEMIA IN REMISSION|CLL IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (CLL) IN REMISSION|CHRONIC LYMPHOCYTIC LEUKEMIA (IN REMISSION)|CHRONIC LYMPHOID LEUKEMIA IN REMISSION|CHRONIC LYMPHOGENOUS LEUKEMIA IN REMISSION|NCIT:C3587|NCI:C3587|UMLS:C0153878	alemtuzumab	Campath	35723	Treatment of chronic lymphocytic leukemia.	Designated/Approved	Approved for Orphan Indication	The treatment of patients with B-cell chronic lymphocytic leukemia who have been treated with alkylating agents and who have failed fludarabine therapy.	 05/07/2001 	 05/07/2008	Genzyme Corporation	4545 Horizon Hill Blvd.		San Antonio	Texas	78229	USA	107197
3853	Chronic lymphocytic leukemia	6104			3430	of B-cell chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of B-cell chronic lymphocytic leukemia	Chronic lymphocytic leukemia|GARD:0006104|ACADESINE|GARD:0006104	Chronic lymphocytic leukemia|GARD:0006104|ALEMTUZUMAB|CAMPATH|GARD:0006104	Chronic lymphocytic leukemia|GARD:0006104|FLUDARABINE PHOSPHATE ORAL TABLETS|GARD:0006104	Fludarabine phosphate oral tablets	n/a	39434	Treatment of B-cell chronic lymphocytic leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with B-cell chronic lymphocytic leukemia (CLL) whose disease has not responded to or has progressed during or after treatment with at least one standard alkylating-agent containing regimen	 12/18/2008 	 12/18/2015	"Sanofi-Aventis U.S., Inc."	55 Corproate Drive	P. O. Box 5925	Bridgewater	New Jersey	8807	USA	250607
3905	Chronic lymphocytic leukemia	6104			2262	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia and small lymphocytic lymphoma	Chronic lymphocytic leukemia|GARD:0006104|DUVELISIB|GARD:0006104	Chronic lymphocytic leukemia|GARD:0006104|MOR-208|HUMANIZED FC ENGINEERED MONOCLONAL ANTIBODY AGAINST CD19|GARD:0006104	Chronic lymphocytic leukemia|GARD:0006104|IDELALISIB|ZYDELIG|GARD:0006104	idelalisib	Zydelig	41562	Treatment of chronic lymphocytic leukemia and small lymphocytic lymphoma	Designated/Approved	Approved for Orphan Indication	"Zydelig is indicated, in combination with rituximab, for the treatment of patients with relapsed chronic lymphocytic leukemia (CLL) for whom rituximab alone would be considered appropriate therapy due to other co-morbidities; and Zydelig is indicated for the treatment of patients with relapsed small lymphocytic lymphoma (SLL) who have received at least two prior systemic therapies."	 07/23/2014 	 07/23/2021	"Gilead Sciences, Inc."	199 E. Blaine St		Seattle	Washington	98102	USA	405913
3869	Chronic lymphocytic leukemia	6104			2400	of chronic lymphocytic leukemia	C0023434	Chronic Lymphocytic Leukemia	neop	Treatment of chronic lymphocytic leukemia and small lymphocytic lymphoma	Chronic lymphocytic leukemia|GARD:0006104|DUVELISIB|GARD:0006104	Chronic lymphocytic leukemia|GARD:0006104|MOR-208|HUMANIZED FC ENGINEERED MONOCLONAL ANTIBODY AGAINST CD19|GARD:0006104	Chronic lymphocytic leukemia|GARD:0006104|IDELALISIB|ZYDELIG|GARD:0006104	duvelisib	Copiktra	41379	Treatment of chronic lymphocytic leukemia and small lymphocytic lymphoma	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with relapsed or refractory chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL) after at least two prior therapies	 09/24/2018 	 09/24/2025	"Verastem, Inc."	117 Kendrick Street	Suite 500	Needham	Massachusetts	2494	USA	394413
700	Chronic lymphocytic leukemia	6104	done		5005	refractory CLL.	C0278791	refractory chronic lymphocytic leukemia	neop	"Treatment of chronic lymphocytic leukemia (CLL), including refractory CLL."	Chronic lymphocytic leukemia|GARD:0006104|FLUDARABINE PHOSPHATE|FLUDARA|GARD:0006104	Chronic lymphocytic leukemia|GARD:0006104|FLUDARABINE PHOSPHATE|FLUDARA|GARD:0006104	CHRONIC LYMPHOCYTIC LEUKEMIA|CHRONIC LYMPHOID LEUKEMIA|CLL|SLL (SMALL LYMPHOCYTIC LYMPHOMA)	Fludarabine phosphate	Fludara	32616	"Treatment of chronic lymphocytic leukemia (CLL), including refractory CLL."	Designated/Approved	Approved for Orphan Indication		 04/18/1991 	 04/18/1998	"Berlex Laboratories, Inc."	"15049 San Pablo Avenue, P.O. Box 4099"		Richmond	California	94804	USA	27688
1950	Chronic myeloid leukemia	6105	done		3230	of chronic myelogenous leukemia	C0023473	"Myeloid Leukemia, Chronic"	neop	Treatment of chronic myelogenous leukemia	"CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CHRONIC MYELOGENOUS LEUKEMIA (CML) IN REMISSION|CML IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|NCIT:C3589|NCI:C3589|UMLS:C0153888"	"CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CML IN REMISSION|NCI:C3589|UMLS:C0153888|SNOMEDCT_US:92817004"	"CHRONIC LEUKEMIA|LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE|DOID:1036|MESH:D015464"	bosutinib	Bosulif	39868	Treatment of chronic myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	BOSULIF is indicated for the treatment of adult patients with newly-diagnosed chronic phase (CP) Philadelphia chromosome-positive chronic myelogenous leukemia (Ph+CML).	 12/19/2017 	 12/19/2024	Pfizer Inc.	445 Eastern Point Road		Groton	Connecticut	6340	USA	274808
1950	Chronic myeloid leukemia	6105	done		3230	of chronic myelogenous leukemia	C0023473	"Myeloid Leukemia, Chronic"	neop	Treatment of chronic myelogenous leukemia	"CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CHRONIC MYELOGENOUS LEUKEMIA (CML) IN REMISSION|CML IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|NCIT:C3589|NCI:C3589|UMLS:C0153888"	"CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CML IN REMISSION|NCI:C3589|UMLS:C0153888|SNOMEDCT_US:92817004"	"CHRONIC LEUKEMIA|LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE|DOID:1036|MESH:D015464"	bosutinib	Bosulif	39868	Treatment of chronic myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	"Treatment of adult patients with chronic, accelerated or blast phase Philadelphia chromosome-positive (Ph+) chronic myelogenous leukemia (CML) with resistance, or intolerance to prior therapy"	 09/04/2012 	 09/04/2019	Pfizer Inc.	445 Eastern Point Road		Groton	Connecticut	6340	USA	274808
2566	Chronic myeloid leukemia	6105	done		3646	of chronic myelogenous leukemia	C0023473	"Myeloid Leukemia, Chronic"	neop	Treatment of chronic myelogenous leukemia	"CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CHRONIC MYELOGENOUS LEUKEMIA (CML) IN REMISSION|CML IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|NCIT:C3589|NCI:C3589|UMLS:C0153888"	"CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CML IN REMISSION|NCI:C3589|UMLS:C0153888|SNOMEDCT_US:92817004"	"CHRONIC LEUKEMIA|LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE|DOID:1036|MESH:D015464"	nilotinib	Tasigna	38834	Treatment of chronic myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	For the use for chronic phase (CP) and accelerated phase (AP) Philadelphia chromosome positive chronic myelogenous leukemia (CML) in adult patients resistant to or intolerant to prior therapy that included imatinib.	 10/29/2007 	 10/29/2014	Novartis Pharmaceutical Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	220806
2566	Chronic myeloid leukemia	6105	done		3646	of chronic myelogenous leukemia	C0023473	"Myeloid Leukemia, Chronic"	neop	Treatment of chronic myelogenous leukemia	"CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CHRONIC MYELOGENOUS LEUKEMIA (CML) IN REMISSION|CML IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|NCIT:C3589|NCI:C3589|UMLS:C0153888"	"CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CML IN REMISSION|NCI:C3589|UMLS:C0153888|SNOMEDCT_US:92817004"	"CHRONIC LEUKEMIA|LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE|DOID:1036|MESH:D015464"	nilotinib	Tasigna	38834	Treatment of chronic myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	TASIGNA (nilotinib) is indicated for the treatment of pediatric patients greater than or equal to 1 year of age with newly diagnosed Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) in chronic phase and pediatric patients greater than or equal to 1 year of age with chronic phase Philadelphia chromosome positive chronic myeloid leukemia (Ph+ CML) with resistance or intolerance to prior tyrosine-kinase inhibitor (TKI) therapy.	 03/22/2018 	 03/22/2025	Novartis Pharmaceutical Corporation	One Health Plaza		East Hanover	New Jersey	7936	USA	220806
2607	Chronic myeloid leukemia	6105	done		3669	of chronic myelogenous leukemia	C0023473	"Myeloid Leukemia, Chronic"	neop	Treatment of chronic myelogenous leukemia	"CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CHRONIC MYELOGENOUS LEUKEMIA (CML) IN REMISSION|CML IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|NCIT:C3589|NCI:C3589|UMLS:C0153888"	"CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CML IN REMISSION|NCI:C3589|UMLS:C0153888|SNOMEDCT_US:92817004"	"CHRONIC LEUKEMIA|LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE|DOID:1036|MESH:D015464"	omacetaxine mepesuccinate	Synribo	38786	Treatment of chronic myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of adult patients with chronic or accelerated phase chronic myeloid leukemia (CML) with resistance and/or intolerance to two or more tyrosine kinase inhibitors (TKI)	 10/26/2012 	 10/26/2019	IVAX International GmbH	Alpenstrasse 2	8640 Rapperswil	Frazer			Switzerland	218205
573	Chronic myeloid leukemia	6105	done		3708	of chronic myelogenous leukemia	C0023473	"Myeloid Leukemia, Chronic"	neop	Treatment of chronic myelogenous leukemia	"CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CHRONIC MYELOGENOUS LEUKEMIA (CML) IN REMISSION|CML IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|NCIT:C3589|NCI:C3589|UMLS:C0153888"	"CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CML IN REMISSION|NCI:C3589|UMLS:C0153888|SNOMEDCT_US:92817004"	"CHRONIC LEUKEMIA|LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE|DOID:1036|MESH:D015464"	dasatinib	Sprycel	38684	Treatment of chronic myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of adults with chronic myeloid leukemia with resistance or intolerance to prior therapy including imatinib	 06/28/2006 	 06/28/2013	Bristol-Myers Squibb Company	"3401 Princeton Pike, B-3043C"		Lawrence Township	New Jersey	8648	USA	212405
573	Chronic myeloid leukemia	6105	done		3708	of chronic myelogenous leukemia	C0023473	"Myeloid Leukemia, Chronic"	neop	Treatment of chronic myelogenous leukemia	"CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CHRONIC MYELOGENOUS LEUKEMIA (CML) IN REMISSION|CML IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|NCIT:C3589|NCI:C3589|UMLS:C0153888"	"CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CML IN REMISSION|NCI:C3589|UMLS:C0153888|SNOMEDCT_US:92817004"	"CHRONIC LEUKEMIA|LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE|DOID:1036|MESH:D015464"	dasatinib	Sprycel	38684	Treatment of chronic myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	Treatment of pediatric patients with Philadelphia chromosome-positive (Ph+) chronic myeloid leukemia (CML) in chronic phase	 11/09/2017 	 11/09/2024	Bristol-Myers Squibb Company	"3401 Princeton Pike, B-3043C"		Lawrence Township	New Jersey	8648	USA	212405
856	Chronic myeloid leukemia	6105	done		4201	of chronic myelogenous leukemia	C0023473	"Myeloid Leukemia, Chronic"	neop	Treatment of chronic myelogenous leukemia	"CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CHRONIC MYELOGENOUS LEUKEMIA (CML) IN REMISSION|CML IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|NCIT:C3589|NCI:C3589|UMLS:C0153888"	"CHRONIC MYELOID LEUKEMIA IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA, BCR-ABL1 POSITIVE IN REMISSION|CHRONIC MYELOGENOUS LEUKEMIA IN REMISSION|CHRONIC GRANULOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOCYTIC LEUKEMIA IN REMISSION|CHRONIC MYELOID LEUKEMIA (IN REMISSION)|CML IN REMISSION|NCI:C3589|UMLS:C0153888|SNOMEDCT_US:92817004"	"CHRONIC LEUKEMIA|LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE|DOID:1036|MESH:D015464"	Imatinib	Gleevec	36922	Treatment of chronic myelogenous leukemia	Designated/Approved	Approved for Orphan Indication	"Treatment of patients with chronic myeloid leukemia (CML) in blast crisis, accelerated phase, or in chronic phase after failure of interferon-alpha therapy"	 05/10/2001 	 05/10/2008	Novartis Pharmaceuticals Corporation	59 Route 10		East Hanover	New Jersey	7936	USA	140100
