Generic Name	Trade Name	UNII	Gene	UniProt	Family	Name
Antihemophilic factor (human)	Alphanate	839MOZ74GK				
anthrax immune globulin (human)	n/a	VKZ83S945Z				
Interferon alfa-2b (recombinant)	Intron A	43K1W2T1M6				
fostamatinib disodium hexahydrate	n/a	86EEZ49YVB				
Rifampin, isoniazid, pyrazinamide	Rifater	VJT6J7R4TR				
coccidioidin SD Skin Test Antigen	n/a	ZP77O7YY70				
Fludarabine phosphate oral tablets	n/a	1X9VK9O1SC				
paclitaxel protein-bound particles	Abraxane	P88XT4IS4D				
Antihemophilic factor (recombinant)	Refacto, Xyntha	P89DR4NY54				
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV				
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV				
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV				
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV				
Coagulation factor VIIa (recombinant)	Novoseven	AC71R787OV				
Coagulation Factor VIIa (Recombinant)	Novoseven	AC71R787OV				
coagulation factor VIIa (recombinant)	Novoseven Rt	AC71R787OV				
sodium nitrite and sodium thiosulfate	Nithiodote	M0KG633D4F				
Gallium-68 (DOTA0-Phel-Tyr3)octreotide	n/a	98B30EPP5S				
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB4A	P04350	Unknown	Tubulin beta-4A chain
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB	P07437	Unknown	Tubulin beta chain
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB4B	P68371	Unknown	Tubulin beta-4B chain
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB3	Q13509	Unknown	Tubulin beta-3 chain
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB2A	Q13885	Unknown	Tubulin beta-2A chain
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB8	Q3ZCM7	Unknown	Tubulin beta-8 chain
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB6	Q9BUF5	Unknown	Tubulin beta-6 chain
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB2B	Q9BVA1	Unknown	Tubulin beta-2B chain
vinCRIStine sulfate LIPOSOME injection	Marqibo	T5IRO3534A	TUBB1	Q9H4B7	Unknown	Tubulin beta-1 chain
Combination of nivolumab and ipilimumab	n/a	31YO63LBSN	CTLA4	P16410	Unknown	Cytotoxic T-lymphocyte protein 4
prothrombin complex concentrate (human)	Kcentra	8FB1K07F16				
prothrombin complex concentrate (human)	Kcentra	8FB1K07F16				
multi-vitamin infusion without vitamin K	M.V.I.-12	A034SE7857				
C1-esterase-inhibitor, human, pasteurized	Haegarda	6KIC4BB60G				
C1-esterase-inhibitor, human, pasteurized	Haegarda	6KIC4BB60G				
Diethylenetriaminepentaacetic acid (DTPA)	n/a	7A314HQM0I				
human fibrinogen concentrate, pasteurized	Riastap	N94833051K				
recombinant von Willebrand factor (rhVWF)	n/a	ZE22NE22F1				
recombinant von Willebrand factor (rhVWF)	n/a	ZE22NE22F1				
Brilliant Blue G Ophthalmic Solution 0.025%	Dorc Ilm-Blue	M1ZRX790SI				
Vaccinia Immune Globulin (Human) Intravenous	Cnj-016	7UB4J759TD				
Vaccinia Immune Globulin (Human) Intravenous	n/a	7UB4J759TD				
Tezacaftor and Ivacaftor combination therapy	Symdeko	8RW88Y506K	CFTR	P13569	IC	Cystic fibrosis transmembrane conductance regulator
Tezacaftor and Ivacaftor combination therapy	Symdeko	8RW88Y506K	CFTR	P13569	IC	Cystic fibrosis transmembrane conductance regulator
rituximab and recombinant human hyaluronidase	Rituxin Sc	4F4X42SYQ6	MS4A1	P11836	Unknown	B-lymphocyte antigen CD20
Colfosceril palmitate, cetyl alcohol, tyloxapol	Exosurf Neonatal For Intratracheal Suspension	Y27PUL9H56				
Antivenin, crotalidae polyvalent immune Fab (ovine)	Crofab	92VV7G83ED				
emtricitabine and tenofovir alafenamide combination	Descovy(R)	EL9943AG5J				
Citric acid, glucono-delta-lactone and magnesium carbonate	Renacidin Irrigation	WQ29KQ9POT				
Human plasma coagulation Factor VIII and human plasma von Willebrand Factor	Wilate	ZE22NE22F1				
