Year	Trademark	Generic Name	UNII	Date [text]	App Type	NDA/BLA No.	Sponsor	Ref		
1991	Pravachol	Pravastatin Sodium	3M8608UQ61	10-31-91	NDA	19-898	Bristol-Myers Squibb	OB NME Appendix 1950-1993		
1991	Ticlid	Ticlopidine Hydrochloride	A1L4914FMF	10-31-91	NDA	19-979	Syntex	OB NME Appendix 1950-1993		
1991	Zithromax	Azithromycin	F94OW58Y8V	11-01-91	NDA	50-670	Pfizer	OB NME Appendix 1950-1993		
1991	Accupril	Quinapril Hydrochloride	33067B3N2M	11-19-91	NDA	19-885	Parke-Davis	OB NME Appendix 1950-1993		
1991	Mazicon	Flumazenil	40P7XK9392	12-20-91	NDA	20-073	Roche	OB NME Appendix 1950-1993		
1991	Cefzil	Cefprozil	4W0459ZA4V	12-23-91	NDA	50-664	Bristol-Myers Squibb	OB NME Appendix 1950-1993		
1991	Zocor	Simvastatin	AGG2FN16EV	12-23-91	NDA	19-766	Merck Sharp & Dahme	OB NME Appendix 1950-1993		
1991	Supprelin	Histrelin Acetate	QMG7HLD1ZE	12-24-91	NDA	19-836	Johnson	OB NME Appendix 1950-1993		
1991	Relafen	Nabumetone	LW0TIW155Z	12-24-91	NDA	19-583	SmithKline Beecham	OB NME Appendix 1950-1993		
1991	lsmo	Isosorbide Mononitrate	LX1OH63030	12-30-91	NDA	19-091	Wyeth	OB NME Appendix 1950-1993		
1991	Zoloft	Sertraline Hydrochloride	UTI8907Y6X	12-30-91	NDA	19-839	Pfizer	OB NME Appendix 1950-1993		
1991	Penetrex	Enoxacin	325OGW249P	12-31-91	NDA	19-616	Parke-Davis	OB NME Appendix 1950-1993		
1991	BOTOX	Botulinum Toxin Type A	U1R2P71O7G	12-09-91	BLA	103-000		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103000		
1991	Neupogen	Filgrastim	PVI5M0M1GW	02-20-91	BLA	103-353		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103353		
1991	Lorabid	Loracarbef	3X11EVM5SU	12-31-91	NDA	50-667		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50667 		
1991	Leukine	Sargramostim	5TAA004E22	03-05-91	BLA	103-362		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103362		
1992	Mivacron	Mivacurium Chloride	600ZG213C3	01-22-92	NDA	20-098	Burroughs Wellcome	OB NME Appendix 1950-1993		
1992	Omniflox	Temafloxacin Hydrochloride	OC5IGJ7J6I	01-30-92	NDA	20-043	Abbott	OB NME Appendix 1950-1993		
1992	Maxaquin	Lomelloxacin Hydrochloride	9VC7S3ZXXB	02-21-92	NDA	20-013	Searle	OB NME Appendix 1950-1993		
1992	Proscar	Finasteride	57GNO57U7G	06-19-92	NDA	20-180	Merck Sharp & Dohme	OB NME Appendix 1950-1993		
1992	HIVID	Zalcitabine	6L3XT8CB3I	06-19-92	NDA	20-199	Roche	OB NME Appendix 1950-1993		
1992	Vumon	Teniposide	957E6438QA	07-14-92	NDA	20-119	Bristol-Myers Squibb	OB NME Appendix 1950-1993		
1992	Halfan	Halofantrine Hydrochloride	H77DL0Y630	07-24-92	NDA	20-250	SmithKline Beecham	OB NME Appendix 1950-1993		
1992	Norvasc	Amlodipine Besylate	864V2Q084H	07-31-92	NDA	19-787	Pfizer	OB NME Appendix 1950-1993		
1992	Zebeta	Bisoprotol Fumarate	UR59KN573L	07-31-92	NDA	19-982	Lederle	OB NME Appendix 1950-1993		
1992	Vantin	Cefpodoxime Proxetil	2TB00A1Z7N	08-07-92	NDA	50-674	Upjohn	OB NME Appendix 1950-1993		
1992	Actinex	Masoprocol	7BO8G1BYQU	09-04-92	NDA	19-940	Block	OB NME Appendix 1950-1993		
1992	Sporanox	Itraconazole	304NUG5GF4	09-11-92	NDA	20-083	Janssen	OB NME Appendix 1950-1993		
1992	Suprane	Desflurane	CRS35BZ94Q	09-18-92	NDA	20-118	Anaquest	OB NME Appendix 1950-1993		
1992	Daypro	Oxaprozin	MHJ80W9LRB	10-29-92	NDA	18-841	Searle	OB NME Appendix 1950-1993		
1992	Betapace	Sotalol Hydrochloride	HEC37C70XX	10-30-92	NDA	19-865	Bristol-Myers Squibb	OB NME Appendix 1950-1993		
1992	ProHance	Gadoteridol	0199MV609F	11-16-92	NDA	20-131	Squibb	OB NME Appendix 1950-1993		
1992	Mepron	Atovaquone	Y883P1Z2LT	11-25-92	NDA	20-259	Burroughs Wellcome	OB NME Appendix 1950-1993		
1992	Desogen	Desogestrel	81K9V7M3A3	12-10-92	NDA	20-071	Organon	OB NME Appendix 1950-1993		
1992	Desogen	Ethinyl Estradiol	423D2T571U	12-10-92	NDA	20-071	Organon	OB NME Appendix 1950-1993		
1992	Ambien	Zolpidem Tartrate	WY6W63843K	12-16-92	NDA	19-908	Lorex	OB NME Appendix 1950-1993		
1992	Mycobutin	Rifabutin	1W306TDA6S	12-23-92	NDA	50-689	Adria	OB NME Appendix 1950-1993		
1992	lmitrex	Sumatriptan Succinate	J8BDZ68989	12-28-92	NDA	20-080	Glaxo	OB NME Appendix 1950-1993		
1992	Taxol	Paclitaxel	P88XT4IS4D	12-29-92	NDA	20-262	Bristol-Myers Squibb	OB NME Appendix 1950-1993		
1992	Paxil	Paroxetine	41VRH5220H	12-29-92	NDA	20-031	SmithKline	OB NME Appendix 1950-1993		
1992	Manoplax	Flosequinan	6NB119DLU7	12-30-92	NDA	19-960	Boots	OB NME Appendix 1950-1993		
1992	Tilade	Nedocromil Sodium	ET8IF4KS1T	12-30-92	NDA	19-660	Fisons	OB NME Appendix 1950-1993		
1992	Lamisil	Terbinafine Hydrochloride	012C11ZU6G	12-30-92	NDA	20-192	Sandoz	OB NME Appendix 1950-1993		
1992	Proleukin	Aldesleukin	M89N0Q7EQR	05-05-92	BLA	103-293		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103293		
1993	Omniscan	Gadodiamide	84F6U3J2R6	01-08-93	NDA	20-123	Sterling Winthrop	OB NME Appendix 1950-1993		
1993	Leustatin	Cladribine	47M74X9YT5	02-26-93	NDA	20-229	Johnson R W	OB NME Appendix 1950-1993		
1993	Lovenox	Enoxaparin Sodium	8NZ41MIK1O	03-29-93	NDA	20-164	Rhone Poulenc Rorer	OB NME Appendix 1950-1993		
1993	Claritin	Loratadine	7AJO3BO7QN	04-12-93	NDA	19-658	Schering	OB NME Appendix 1950-1993		
1993	Metastron	"Strontium Chloride, Sr-89"	5R78837D4A	06-18-93	NDA	20-134	Medi-Physics	OB NME Appendix 1950-1993		
1993	Orlaam	Levomethadyl Acetate Hydrochloride	B54CW5KG52	07-09-93	NDA	20-315	Biometric Res	OB NME Appendix 1950-1993		
1993	Propulsid	Cisapride Monohydrate	VZV0A4I38W	07-29-93	NDA	20-210	Janssen	OB NME Appendix 1950-1993		
1993	Felbatol	Felbamate	X72RBB02N8	07-29-93	NDA	20-189	Wallace	OB NME Appendix 1950-1993		
1993	lmagent	Perflubron	Q1D0Q7R4D9	08-13-93	NDA	20-091	Alliance	OB NME Appendix 1950-1993		
1993	Demadex	Torsemide	W31X2H97FB	08-23-93	NDA	20-136	Boehringer Mannheim	OB NME Appendix 1950-1993		
1993	Cognex	Tacrine Hydrochloride	4966RNG0BU	09-09-93	NDA	20-070	Parke-Davis	OB NME Appendix 1950-1993		
1993	Flumadine	Rimantadine Hydrochloride	JEI07OOS8Y	09-17-93	NDA	19-649	Forest	OB NME Appendix 1950-1993		
1993	Alomide	Lodmcamide T romethamine	50LV9A548L	09-23-93	NDA	20-191	Alcon	OB NME Appendix 1950-1993		
1993	Zosyn	tazobactam sodium	M98T69Q7HP	10-22-93	NDA	50-684	Lederle	OB NME Appendix 1950-1993		
1993	Zosyn	piperacillin sodium	UXA545ABTT	10-22-93	NDA	50-684	Lederle	OB NME Appendix 1950-1993		
1993	Livostin	Levocabastine Hydrochloride	124XMA6YEI	11-10-93	NDA	20-219	lolab	OB NME Appendix 1950-1993		
1993	Neutrexin	Trimetrexate Glucuronate	L137U4A79K	12-17-93	NDA	20-326	US BioScience	OB NME Appendix 1950-1993		
1993	Effexor	Venlafaxine Hydrochloride	7D7RX5A8MO	12-28-93	NDA	20-151	Wyeth Ayerst	OB NME Appendix 1950-1993		
1993	Trasylol	Aprotinin	04XPW8C0FL	12-29-93	NDA	20-304	Miles	OB NME Appendix 1950-1993		
1993	Dovonex	Calcipotriene	143NQ3779B	12-29-93	NDA	20-273	Bristol-Myers Squibb	OB NME Appendix 1950-1993		
1993	Kytril	Granisetron Hydrochloride	318F6L70J8	12-29-93	NDA	20-239	SmithKline Beecham	OB NME Appendix 1950-1993		
1993	Risperdal	Risperidone	L6UH7ZF8HC	12-29-93	NDA	20-272	Janssen	OB NME Appendix 1950-1993		
1993	Neurontin	Gabapentin	6CW7F3G59X	12-30-93	NDA	20-235	Parke Davis	OB NME Appendix 1950-1993		
1993	Aceon	Perindopril Erbumine	1964X464OJ	12-30-93	NDA	20-184	Johnson AW	OB NME Appendix 1950-1993		
1993	Lipidil	Fenofibrate	U202363UOS	12-31-93	NDA	19-304	Fournier	OB NME Appendix 1950-1993		
1993	Lescol	Fluvastatin Sodium	PYF7O1FV7F	12-31-93	NDA	20-261	Sandoz	OB NME Appendix 1950-1993		
1993	Pulmozyme	Dornase alfa	953A26OA1Y	12-30-93	BLA	103-532		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103532		
1993	Betaseron	Interferon beta-1b	TTD90R31WZ	07-23-93	BLA	103-471		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103471		
1994	ReoPro	Abciximab	X85G7936GV	12-22-94	BLA	103-575		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103575		
1994	Semprex-D	Acrivastine	A20F9XAI7W	03-25-94	NDA	19-806		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=19806		
1994	Semprex-D	Pseudoephedrine Hydrochloride	6V9V2RYJ8N	03-25-94	NDA	19-806		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=19806		
1994	Rhinocort	Budesonide	Q3OKS62Q6X	02-14-94	NDA	20-233		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20233		
1994	Cystagon	Cysteamine Bitartrate	QO84GZ3TST	08-15-94	NDA	20-392		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20392		
1994	Fragmin	Dalteparin Sodium	12M44VTJ7B	12-22-94	NDA	20-287		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20287		
1994	Trusopt	Dorzolamide Hydrochloride	QZO5366EW7	12-09-94	NDA	20-408		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20408		
1994	Famvir	Famciclovir	QIC03ANI02	06-29-94	NDA	20-363		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20363		
1994	Luvox	Fluvoxamine Maleate	5LGN83G74V	12-05-94	NDA	20-243		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20243		
1994	Cerezyme	Imiglucerase	Q6U6J48BWY	05-23-94	NDA	20-367		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20367		
1994	Lamictal	Lamotrigine	U3H27498KS	12-27-94	NDA	20-241		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20241		
1994	Serzone	Nefazodone Hydrochloride	27X63J94GR	12-22-94	NDA	20-152		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20152		
1994	Oncaspar	Pegaspargase	7D96IR0PPM	02-01-94	BLA	103-411		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103411		
1994	Vexol	Rimexalone	O7M2E4264D	12-30-94	NDA	20-474		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20474		
1994	Zemuron	Rocuronium Bromide	I65MW4OFHZ	03-17-94	NDA	20-214		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20214		
1994	Serevent	Salmeterol Xinafoate	6EW8Q962A5	02-04-94	NDA	20-236		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20236		
1994	Renormax	Spirapril Hydrochloride	OCC25LM897	12-29-94	NDA	20-240		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20240		
1994	Zerit	Stavudine	BO9LE4QFZF	06-24-94	NDA	20-412		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20412		
1994	Prograf	Tacrolimus	WM0HAQ4WNM	04-08-94	NDA	50-708		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50708		
1994	Navelbine	Vinorelbine Tartrate	253GQW851Q	12-23-94	NDA	20-388		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20388		
1995	Precose	Acarbose	T58MSI464G	09-06-95	NDA	20-482		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20482		
1995	Fosamax	Alendronate Sodium	2UY4M2U3RA	09-29-95	NDA	20-560		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20560		
1995	Ethyol	Amifostine	M487QF2F4V	12-08-95	NDA	20-221		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20221		
1995	Arimidex	Anastrozole	2Z07MYW1AZ	12-27-95	NDA	20-541		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20541		
1995	Azelex	Azelaic Acid	F2VW3D43YT	09-13-95	NDA	20-428		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20428		
1995	Casodex	Bicalutamide	A0Z3NAU9DP	10-04-95	NDA	20-498		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20498		
1995	Coreg	Carvedilol	0K47UL67F2	09-14-95	NDA	20-297		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20297		
1995	Cedax	Ceftibuten	IW71N46B4Y	12-20-95	NDA	50-685		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50685		
1996	Zyrtec	Cetirizine	YO7261ME24	09-27-96	NDA	20-346		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20346		
1995	Zinecard	Dexrazoxane	048L81261F	05-26-95	NDA	20-212		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20212		
1995	Dynabac	Dirithromycin	1801D76STL	06-19-95	NDA	50-678		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50678		
1995	Flolan	Epoprostenol Sodium	4K04IQ1OF4	09-20-95	NDA	20-444		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20444		
1995	Amaryl	Glimepiride	6KY687524K	11-30-95	NDA	20-496		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20496		
1995	Corvert	Ibutilide Fumurate	9L5X4M5L6I	12-28-95	NDA	20-491		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20491		
1995	Epivir	Lamivudine	2T8Q726O95	11-17-95	NDA	20-564		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20564		
1995	Prevacid	Lansoprazole	0K5C5T2QPG	05-10-95	NDA	20-406		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20406		
1995	Cozaar	Losartan Potassium	3ST302B24A	04-14-95	NDA	20-386		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20386		
1995	Glucophage	Metformin Hydrochloride	786Z46389E	03-03-95	NDA	20-357		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20357		
1995	Univasc	Moexipril Hydrochloride	Q1UMG3UH45	04-19-95	NDA	20-312		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20312		
1995	Cellcept	Mycophenolate Mofetil	9242ECW6R0	05-03-95	NDA	50-722		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50722		
1995	Revex	Nalmefene Hydrochloride	K7K69QC05X	04-17-95	NDA	20-459		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20459		
1995	Sular	Nisoldipine	4I8HAB65SZ	02-02-95	NDA	20-356		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20356		
1995	Photofrin	Porfimer Sodium	Y3834SIK5F	12-27-95	NDA	20-451		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20451		
1995	Rilutek	Riluzole	7LJ087RS6F	12-12-95	NDA	20-599		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20599		
1995	Invirase	Saquinavir	L3JE09KZ2F	12-06-95	NDA	20-628		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20628		
1995	Ultane	Sevoflurane	38LVP0K73A	06-07-95	NDA	20-478		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20478		
1995	Ultram	Tramadol Hydrochloride	9N7R477WCK	03-03-95	NDA	20-281		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20281		
1996	Differin	Adapalene	1L4806J2QF	05-31-96	NDA	20-338		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20338		
1996	Albenza	Albendazole	F4216019LN	06-11-96	NDA	20-666		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20666		
1996	Aphthasol	Amlexanox	BRL1C2459K	12-17-96	NDA	20-511		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20511		
1996	Lipitor	Atorvastatin Calcium	48A5M73Z4Q	12-17-96	NDA	20-702		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20702		
1996	Astelin	Azelastine Hydrochloride	0L591QR10I	11-01-96	NDA	20-114		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20114 		
1996	IVY Block	Bentoquatam	7F465U79Q1	08-26-96	NDA	20-532		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20532		
1996	Cystadane	Betaine Anhydrous	3SCV180C9W	10-25-96	NDA	20-576		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20576		
1997	Alphagan	Brimonidine Tartrate	4S9CL2DY2H	03-13-97	NDA	20-490		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20490		
1996	Mentax	Butenafine Hydrochloride	R8XA2029ZI	10-18-96	NDA	20-524		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20524		
1996	Dostinex	Cabergoline	LL60K9J05T	12-23-96	NDA	20-664		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20664		
1996	Maxipime	Cefepime Hydrochloride	I8X1O0607P	01-18-96	NDA	50-679		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50679		
1996	Vistide	Cidofovir	JIL713Q00N	06-26-96	NDA	20-638		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20638		
1996	Orgaran	Danaparoid Sodium	5004UU3156	12-24-96	NDA	20-430		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20430		
1996	Taxotere	Docetaxel	15H5577CQD	05-14-96	NDA	20-449		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20449		
1996	Aricept	Donepezil Hydrochloride	3O2T2PJ89D	11-25-96	NDA	20-690		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20690		
1996	Allegra	Fexofenadine Hydrochloride	2S068B75ZU	07-25-96	NDA	20-625		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20625		
1996	Monurol	Fosfomycin Tromethamine	7FXW6U30GY	12-19-96	NDA	50-717		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50717 		
1996	Cerebyx	Fosphenytoin Sodium	7VLR55452Z	08-05-96	NDA	20-450		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20450		
1996	Gemzar	Gemcitabine Hydrochloride	U347PV74IL	05-15-96	NDA	20-509		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20509		
1996	Copaxone	Glatiramer Acetate	5M691HL4BO	12-20-96	NDA	20-622		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20622		
1996	Crixivan	Indinavir Sulfate	771H53976Q	03-13-96	NDA	20-685		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20685		
1996	Avonex	Interferon beta-1a	XRO4566Q4R	05-17-96	BLA	103-628		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103628		
1996	Camptosar	Irinotecan Hydrochloride	06X131E4OE	06-14-96	NDA	20-571		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20571		
1996	Stromectol	Ivermectin	8883YP2R6D	11-22-96	NDA	50-742		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50742		
1996	Xalatan	Latanoprost	6Z5B6HVF6O	06-05-96	NDA	20-597		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20597		
1996	Humalog	Lispro Insulin	GFX7QIS1II	06-14-96	NDA	20-563		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20563		
1996	Merrem	Meropenem	FV9J3JU8B1	06-21-96	NDA	50-706		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=50706		
1996	ProAmatine	Midodrine Hydrochloride	59JV96YTXV	09-06-96	NDA	19-815		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=19815		
1996	Glyset	Miglitol	0V5436JAQW	12-18-96	NDA	20-682		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20682		
1996	Remeron	Mirtazapine	A051Q2099Q	06-14-96	NDA	20-415		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20415		
1996	Viramune	Nevirapine	99DK7FVK1H	06-21-96	NDA	20-636		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20636		
1996	Nilandron	Nilutamide	51G6I8B902	09-19-96	NDA	20-169		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20169 		
1996	Zyprexa	Olanzapine	N7U69T4SZR	09-30-96	NDA	20-592		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20592 		
1996	Patanol	Olopatadine Hydrochloride	2XG66W44KF	12-18-96	NDA	20-688		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20688		
1996	Denavir	Penciclovir	359HUE8FJC	09-24-96	NDA	20-629		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20629		
1996	Elmiron	Pentosan Polysulfate Sodium	914032762Y	09-26-96	NDA	20-193		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20193		
1996	Ultiva	Remifentanil Hydrochloride	5V444H5WIC	07-12-96	NDA	20-630		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20630		
1998	Retavase	Reteplase	DQA630RIE9	05-06-98	BLA	103-786		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=103786		
1996	Norvir	Ritonavir	O3J8G9O825	03-01-96	NDA	20-659		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20659		
1996	Naropin	Ropivacaine Hydrochloride Monohydrate	V910P86109	09-24-96	NDA	20-533		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20533		
1996	Buphenyl	Sodium Phenylbutyrate	NT6K61736T	05-13-96	NDA	20-572		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20572		
1996	Zagam	Sparfloxacin	Q90AGA787L	12-19-96	NDA	20-677		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20677		
1996	Zanaflex	Tizanidine Hydrochloride	B53E3NMY5C	11-27-96	NDA	20-397		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20397		
1996	Topamax	Topiramate	0H73WJJ391	12-24-96	NDA	20-505		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20505		
1996	Hycamtin	Topotecan Hydrochloride	956S425ZCY	05-28-96	NDA	20-671		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20671		
1996	Mavik	Trandolapril	1T0N3G9CRC	04-26-96	NDA	20-528		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20528		
1996	Diovan	Valsartan	80M03YXJ7I	12-23-96	NDA	20-665		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20665		
1996	Accolate	Zafirlukast	XZ629S5L50	09-26-96	NDA	20-547		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20547		
1996	Zyflo	Zileuton	V1L22WVE2S	12-09-96	NDA	20-471		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20471		
1997	Trovan	Alatrofloxacin Mesylate	2IXX802851	12-18-97	NDA	20-759		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20759		
1997	Agrylin	Anagrelide Hydrochloride	VNS4435G39	03-14-97	NDA	20-333		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20333		
1997	Normiflo	Ardeparin Sodium	N3927D01PB	05-23-97	NDA	20-227		https://www.accessdata.fda.gov/scripts/cder/daf/index.cfm?event=overview.process&ApplNo=20227		
