Cat No	Product Name	Cas Number	SMILES	Primary Action	Biological Description	References	Product Type	Public Caveats	URL	Previous Order	UK Controlled	USA Controlled	Date Added
1071	Pirenzepine dihydrochloride	[29868-97-1]	O=C1C3=C(C=CC=C3)N(C(CN4CCN(CC4)C)=O)C2=C(C=CC=N2)N1.Cl.Cl	Selective M1 muscarinic antagonist	M1 muscarinic receptor selective antagonist. Inverse agonist activity reported.	Hammer et al (1980) Pirenzepine distinguishes between different subclasses of muscarinic receptors. Nature 283 90. PMID:7350532. Doods et al (1994) Pharmacological profile of selective muscarinic receptor antagonists on guinea-pig ileal smooth muscle. Eur.J.Pharmacol. 253 275. PMID:8200421. Eglen et al (1996) Muscarinic receptor subtypes and smooth muscle function. Pharmacol.Rev. 48 531. PMID:8981565. Daeffler et al (1999) Inverse agonist activity of pirenzepine at M2 muscarinic acetylcholine receptors. Br.J.Pharmacol. 126 1246. PMID:10205015.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1061	SQ1533			Jan-1998
1072	AGN 192403 hydrochloride	[1021868-90-5]	Cl.CC(C)C1C(C2CC1CC2)N	I1 selective ligand	"I1 imidazoline binding site selective ligand with a potency at I1 comparable to moxonidine, but devoid of affinity for adrenoceptors and the I2 binding site. Interestingly, in animal models, this compound causes none of the physiological responses associated with the I1 binding site."	"Munk et al (1996) Synthesis and pharmacologic evaluation of 2-endo-amino-3-exo-isopropylbicyclo[2.2.1]heptane: a potent imidazoline1 receptor specific agent. J.Med.Chem. 39 1193. PMID:8632424. Raasch et al (2002) Agmatine, an endogenous ligand at imidazoline binding sites, does not antagonize the clonidine-mediated blood pressure reaction. Br.J.Pharmacol. 135 663. PMID:11834614. Mukaddam-Daher et al (2006) Receptors involved in moxonidine-stimulated strial natriuretic peptide released from isolated normotensive rat hearts. Eur.J.Pharmacol. 541 73. PMID:16774751."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1881	SQ1341			Jan-1998
1073	(RS)-APICA	[170847-18-4]	NC2(C(O)=O)CCC1=CC(P(O)(O)=O)=CC=C12	Selective group II antagonist	Rigidified analog of MPPG (Cat. No. 0853); selective group II metabotropic glutamate receptor antagonist (IC50 = 30 _M) with no significant effect on group I and III mGlu receptors at concentrations up to 1 mM. Increases extracellular glutamate concentrations and possesses unusual inverse agonist-like action.	"Ma et al (1997) Synthesis and biological activity of cyclic analogues of MPPG and MCPG as metabotropic glutamate receptor antagonists. Bioorg.Med.Chem.Lett. 7 1195. Krenz et al (2000) Group I, II and III mGluR compounds affect rhythm generation in the gastric circuit of the crustacean stomatogastric ganglion. J.Neurophysiol. 83 1188. PMID:10712449. Xi et al (2002) Group II metabotropic glutamate receptors modulate extracellular glutamate in the nucleus accumbens. J.Pharmacol.Exp.Ther. 300 162. PMID:11752112."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1882	SQ1341			Feb-1998
1074	(RS)-AMPA hydrobromide	[171259-81-7]	Br.CC1=C(CC(N)C(O)=O)C(O)=NO1	Selective AMPA agonist. More water soluble form of (RS)-AMPA (Cat. No. 0169)	More water soluble hydrobromide salt of (RS)-AMPA (Cat. No. 0169).	"Krogsgaard-Larsen et al (1980) New class of glutamate agonist structurally related to ibotenic acid. Nature 284 64. PMID:6101908. Honore et al (1982) The binding of 3H-AMPA, a structural analogue of glutamic acid, to rat brain membranes. J.Neurochem. 38 173. PMID:6125564."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1062				Jan-1998
1075	Nifedipine	[21829-25-4]	COC(=O)C1=C(C)NC(C)=C(C1C1=CC=CC=C1[N+]([O-])=O)C(=O)OC	Ca2+ channel blocker (L-type)	L-type calcium channel blocker.	Merck Index 12 6617. Stork and Cocks (1994) Pharmacological reactivity of human epicardial coronary arteries: phasic and tonic responses to vasoconstrictor agents differentiated by nifedipine. Br.J.Pharmacol. 113 1093. PMID:7889259.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1932	SQ1533			Jan-1998
1076	Ouabain	[630-60-4]	O[C@@]12[C@@]3([H])[C@]([C@]([C@H](O)C[C@@H](O[C@@H]6O[C@@H](C)[C@H](O)[C@@H](O)[C@H]6O)C4)(CO)[C@]4(O)CC3)([H])[C@H](O)C[C@@](C)1[C@@H]([C@@](CO5)=CC5=O)CC2	Na+/K+ ATPase inhibitor	"Selective Na+, K+-ATPase inhibitor."	"Merck Index 12 7031. Croyle et al (1997) Extensive random mutagenesis analysis of the Na/K+ ATPase alpha subunit identifies known and previously unidentified amino acid residues that alter ouabain sensitivity-implications for ouabain binding. Eur.J.Biochem. 248 488. PMID:9346307. Hosoi et al (1997) Isoform-specific up-regulation by ouabain of Na+, K+-ATPase in cultured rat astrocytes. J.Neurochem. 69 2189. PMID:9349566. Marjorie et al (1997) Ouabain improves cardiac function in vivo in rats with heart failure after chronic but not acute treatment. Naunyn Schmiedebergs Arch.Pharmacol. 356 203. PMID:9272726."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1931	SQ1533			Jan-1998
1077	(-)-Lobeline hydrochloride	[134-63-4]	O[C@H]([C@]2=CC=CC=C2)C[C@@H]1CCC[C@H](CC(C3=CC=CC=C3)=O)N1C.Cl	Nicotinic partial agonist	"High affinity, partial agonist with a Ki value of 4.4 nM in rat brain."	"Merck Index 12 5580. Damaj et al (1997) Pharmacology of lobeline, a nicotinic receptor ligand. J.Pharmacol.Exp.Ther. 282 410. PMID:9223582. Farook et al (2009) Lobeline, a nicotinic partial agonist attenuates alcohol consumption and preference in male C57BL/6J mice. Physiol.Behav. 97 503. PMID:PMID: 19268674."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1884	SQ1070			Jan-1998
1079	(+)-SK&F 10047 hydrochloride	[133005-41-1]	OC1=CC=C2C([C@](CC3)(C)[C@@H](C)C(N3CC=C)C2)=C1.Cl	_1 selective agonist	Prototypical _1 receptor agonist. Behaviorally active in animal models of memory and stress.	"Walker et al (1990) Sigma receptors: biology and function. Pharmacol.Rev. 42 355. PMID:1964225. Matsuno et al (1995) Involvement of _1 receptor in (+)-N-allylnormetazocine-stimulated hippocampal cholinergic functions in rats. Brain Res. 690 200. PMID:8535837. Kamei et al (1996) (+)-SKF-10,047 and dextromethorphan ameliorate conditioned fear stress via dopaminergic systems linked to phenytoin-regulated _1 sites. Eur.J.Pharmacol. 309 149. PMID:8874133."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1933	SQ1341			Jan-1998
1080	(R)-(+)-8-Hydroxy-DPAT hydrobromide	[78095-19-9]	Br.CCCN(CCC)[C@@H]1CCC2=CC=CC(O)=C2C1	Selective 5-HT1A agonist. Enantiomer of 8-Hydroxy-DPAT hydrobromide (Cat. No. 0529)	Full 5-HT1A serotonin receptor agonist; more active enantiomer. Reduces hippocampal 5-HT levels following systemic administration in rats in vivo. More active enantiomer of 8-Hydroxy-DPAT hydrobromide (Cat. No. 0529). 7-Hydroxy-DPAT hydrobromide (Cat. No. 0706) also available.	"Bjork et al (1989) Resolved N,N-dialkylated 2-amino-8-hydroxytetralins: stereoselective interactions with 5-HT1A receptors in the brain. J.Med.Chem. 32 779. PMID:2522991. Corrfield et al (1991) Intrinsic activity of enantiomers of 8-hydroxy-2-(di-n-propylamino)tetralin and its analogues at 5-hydroxytryptamine1A receptors that are negatively coupled to adenylate cyclase. Mol.Pharmacol. 39 780. PMID:1828859. Yoshitake and Kehr (2004) Differential effects of (R)-, (R, S)- and (S)-8-hydroxy-2-(di-n-propylamino)tetralin on hippocampal serotonin release and induction of hypothermia in awake rats. Life Sci. 74 2865. PMID:15050424."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1063	SQ1341			Aug-1998
1081	SKF 89976A hydrochloride	[85375-15-1]	Cl[H].OC(=O)C1CCCN(CC\C=C(\C2=CC=CC=C2)C2=CC=CC=C2)C1	Potent GABA uptake inhibitor. Penetrates blood brain barrier	"A potent GABA uptake inhibitor, selective for GAT-1 (IC50 values are 0.13, 550, 944 and 7210 _M for hGAT-1, rGAT-2, hGAT-3 and hBGT-1 respectively). Inhibits transport current competitively (Ki = 7 _M) and transmitter-gated current non-competitively (Ki = 0.03 nM). Able to pass the blood-brain barrier after systemic administration and is active in vivo."	Ali et al (1985) Orally active and potent inhibitors of _-aminobutyric acid. J.Med.Chem. 28 653. PMID:2985785. Murali Dha (1996) On the bioactive conformation of the GABA uptake inhibitor SK&F 89976-A. Bioorg.Med.Chem.Lett. 6 1535. Krause and Schwarz (2005) Identification and selective inhibition of the channel mode of the neuronal GABA transporter 1. Mol.Pharmacol. 68 1728. PMID:16150932.	Small Molecule	Sold with the permission of GlaxoSmithKline	http://www.tocris.com/dispprod.php?ItemId=1930	SQ1533			Mar-1998
1082	CFM-2	[178616-26-7]	COC1=CC2=C(C=C1OC)C(=NNC(=O)C2)C1=CC=C(N)C=C1	Non-competitive AMPA antagonist	"Novel, selective non-competitive AMPA antagonist. Highly potent, long-acting anticonvulsant."	"Chimirri et al (1997) 1-Aryl-3,5-dihydro-4H-2,3-benzodiazepin-4-ones: novel AMPA receptor antagonists. J.Med.Chem. 40 1258. PMID:9111300. De Sarro et al (1999) Effects of some AMPA receptor antagonists on the development of tolerance in epilepsy-prone rats and in pentylenetetrazole kindled rats. Eur.J.Pharmacol. 368 149. PMID:10193651. De Sarro et al (1999) Anticonvulsant activity and plasma level of 2,3-benzodiazepin-4-ones (CFMs) in genetically epilepsy-prone rats. Pharmacol.Biochem.Behav. 63 621. PMID:10462191."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1934	SQ1341			Jan-1998
1088	CGP 54626 hydrochloride	[149184-21-4]	OP(CC1CCCCC1)(C[C@@H](O)CN[C@@H](C)C2=CC(Cl)=C(Cl)C=C2)=O.Cl	"Potent, selective GABAB antagonist"	"A potent, selective GABAB receptor antagonist (IC50 = 4 nM)."	"Brugger et al (1993) The action of new potent GABAB receptor antagonists in the hemisected spinal cord preparation of the rat. Eur.J.Pharmacol. 235 153. PMID:8390938. Froestl et al (1996) Potent, orally active GABAB receptor antagonists. Pharmacol.Rev.Comm. 8 127. Kaupmann et al (1998) GABAB-receptor subtypes assemble into functional heteromeric complexes. Nature 396 683. PMID:9872317."	Small Molecule	Sold with the permission of Novartis Pharma AG	http://www.tocris.com/dispprod.php?ItemId=1109	SQ1341			Sep-1999
1089	"8-Bromo-cGMP, sodium salt"	[51116-01-9]	[Na+].[H][C@@]12COP([O-])(=O)O[C@@]1([H])[C@@H](O)[C@@H](O2)N1C(Br)=NC2=C1NC(N)=NC2=O	cGMP analog; activates PKG	Membrane permeable cGMP analog that activates protein kinase G (PKG). 4.3-fold more potent than cGMP in activating PKG1_ and promotes relaxation of tracheal and vascular smooth muscle tissue in vitro.	"Ignarro et al (1974) Stimulation of phagocytic release of neutral protease from human neutrophils by cholinergic amines and cyclic 3',5'-guanosine monophosphate. J.Immunol. 112 210. PMID:4359834. Buchan et al (1991) Modulation of agonist-induced calcium mobilisation in bovine aortic endothelial cells by phorbol myristate acetate and cyclic AMP but not cyclic GMP. Br.J.Pharmacol. 104 361. PMID:1665733. Sekhar et al (1992) Relaxation of pig coronary arteries by new and potent cGMP analogs that selectively activate type 1_, compared with type 1_, cGMP-dependent protein kinase. Mol.Pharmacol. 42 103. PMID:1321950."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1988	SQ1341			Jun-1998
1091	BU 226 hydrochloride	[1186195-56-1]	Cl.C1CN=C(N1)C1=CC2=CC=CC=C2C=N1	"Potent, highly selective I2 ligand"	A high affinity ligand for I2 imidazoline sites (Ki = 2.7 nM) with very high selectivity (> 2000-fold) over _2-adrenoceptors (Ki = 6700 nM).	Lione et al (1997) BU226: A selective ligand for rat brain imidazoline I2 sites. Soc.Neurosci.Abstr. 23 695.28. Hudson et al (1999) Novel selective compounds for the investigation of imidazoline receptors. Ann.N.Y.Acad.Sci. 881 81. PMID:10415900.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=1987	SQ1341			Jan-1998
1093	Pirfenidone	[53179-13-8]	CC1=CN(C(=O)C=C1)C1=CC=CC=C1	Antifibrotic agent; regulates cytokine levels in vivo	"Antifibrotic agent, effective in models of pulmonary and lung fibrosis. Inhibits collagen production and fibroblast proliferation. Regulates cytokine levels following oral administration in vivo. Potent scavenger of free radicals and inhibitor of lipid peroxidation."	"Kehrer and Margolin (1997) Pirfenidone diminishes cyclophosphamide-induced lung fibrosis in mice. Toxicol.Lett. 90 125. PMID:9067480. Iyer et al (1999) Effects of pirfenidone on procollagen gene expression at the transcriptional level in bleomycin hamster model of lung fibrosis. J.Pharmacol.Exp.Ther. 289 211. PMID:10087006. Oku et al (2002) Pirfenidone suppresses tumor necrosis factor-_, enhances interleukin-10 and protects mice from endotoxic shock. Eur.J.Pharmacol. 446 167. PMID:12098599. Mei et al (2005) Protection of pirfenidone against an early phase of oleic acid-induced acute lung injury in rats. J.Pharmacol.Exp.Ther. 313 379. PMID:15608079."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=2327	SQ1533			Feb-1998
1095	(R)-(-)-Deprenyl hydrochloride	[14611-52-0]	C#CCN(C)[C@H](C)CC1=CC=CC=C1.Cl	MAO-B inhibitor	Selective inhibitor of monoamine oxidase B (MAO-B).	"Merck Index 12 8569. Gerlach et al (1992) The molecular pharmacology of L-deprenyl. Eur.J.Pharmacol. 226 97. PMID:1639115. Kotake et al (1998) Deprenyl decreases an endogenous parkinsonism-inducing compound, 1-benzyl-1,2,3,4-tetrahydroisoquinoline in mice: in vivo and in vitro studies. Brain Res. 787 341. PMID:9518683. Mercuri et al (1998) Modification of levodopa responses by deprenyl (selegiline): an electrophysiological and behavioural study in the rat relevant to Parkinson's disease. Ann.Neurol. 43 613. PMID:9585355. Kaseda et al (1999) Effect of selegeline on dopamine concentration in the striatum of a primate. Brain Res. 815 44. PMID:9974121."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=2329	SQ1533			Mar-1998
1097	Taxol	[33069-62-4]	O=C2[C@@]3(C)C([C@@]4(OC(C)=O)[C@H](OC4)C[C@@H]3O)[C@H](OC(C7=CC=CC=C7)=O)[C@@]1(O)[C@](C)(C)C([C@H]2OC(C)=O)=C(C)[C@@H](OC([C@H](O)[C@H]([C@]5=CC=CC=C5)NC(C6=CC=CC=C6)=O)=O)C1	Promotes assembly and inhibits disassembly of microtubules	"Antitumor agent; promotes and stabilizes tubulin polymerization, causing cell cycle arrest. Induces autocatalytic activation of caspase-10 in CCRF-HSB-2 cells, triggering apoptosis."	Merck Index 12 7117. McGuire et al (1989) Taxol: a unique antineoplastic agent with significant activity in advanced ovarian epithelial neoplasms. Ann.Intern.Med. 111 273. PMID:2569287. Rowinsky et al (1990) Taxol: a novel investigational antimicrotubule agent. J.Natl.Cancer Inst. 82 1247. PMID:1973737. Rao et al (1999) Characterization of the taxol binding site on the microtubule. J.Biol.Chem. 274 37990. PMID:10608867. Park et al (2004) Taxol induces caspase-10-dependent apoptosis. J.Biol.Chem. 279 51057. PMID:15452117.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=2336	SQ1533			Mar-1998
1098	Tranilast	[53902-12-8]	COC1=CC=C(\C=C\C(=O)NC2=CC=CC=C2C(O)=O)C=C1OC	Antiallergic; inhibits inflammatory mediator release from mast cells	"Antiallergic via inhibition of chemical mediator release from mast cells. Shown to be an effective inhibitor of angiogenesis. Demonstrated to antagonize the effects of angiotensin II on human arteries, possibly by an interaction at the level of the AT1 receptor. Inhibits TRPV2-mediated responses; binds to A_40 monomers and increases A_40 fibrillation."	"Hishikawa et al (1996) Tranilast restores cytokine-induced nitric oxide production against platelet derived growth factor in vascular smooth muscle cells. J.Cardiovasc.Pharmacol. 28 200. PMID:8856474. Isaji et al (1997) Tranilast inhibits the proliferation, chemotaxis and tube formation of human microvascular endothelial cells in vitro and angiogenesis in vivo. Br.J.Pharmacol. 122 1061. PMID:9401770. Jin et al (1998) Tranilast, an anti-allergic drug, possesses antagonistic potency to angiotensin II. Eur.J.Pharmacol. 361 199. PMID:9865509. Hisanaga et al (2009) Regulation of calcium-permeable TRPV2 channel by insulin in pancreatic beta-cells. Diabetes. 58 174. PMID:18984736. Connors et al (2013) Tranilast binds to A_ monomers and promotes A_ fibrillation. Biochemistry. PMID:23679559."	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=2331	SQ1533			Mar-1998
1099	Forskolin	[66575-29-9]	C=C[C@](C3)(C)O[C@]2(C)[C@@H](OC(C)=O)[C@@H](O)[C@@]1([H])C(C)(C)CC[C@H](O)[C@@](C)1[C@](O)2C3=O	Adenylyl cyclase activator	"Cell-permeable activator of adenylyl cyclase. Hypotensive and vasodilatory agent. Induces neuronal differentiation in stem cells and in several neuroblastoma. Used to reprogram mouse embryonic fibroblasts to induced pluripotent stem cells in combination with three other small molecules (Cat. Nos. 3742, 4423 and 4703). Also available as part of the PKA Tocriset."	Awad et al (1983) Interactions of forskolin and adenylate cyclase. J.Biol.Chem. 258 2960. PMID:6681815. Seamon et al (1983) Structure-activity relationships for activation of adenylate cyclase by the diterpene forskolin and its derivatives. J.Med.Chem. 26 436. PMID:6681845. Laurenza et al (1989) Forskolin: a specific stimulator of adenylyl cyclase or a diterpene with multiple sites of action? TiPS 10 442. PMID:2692256. Kim et al (2005) cAMP induces neuronal differentiation of mesenchymal stem cells via activation of extracellular signal-regulated kinase/MAPK. Neuroreport 16 1357. PMID:16056139. Hou et al (2013) Pluripotent stem cells induced from mouse somatic cells by small-molecule compounds. 341 651. PMID:23868920.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=2337	SQ1533			Mar-1998
1100	Camptothecin	[7689-03-4]	O=C4C5=C([C@](CC)(O)C(OC5)=O)C=C3C2=NC1=CC=CC=C1C=C2CN34	DNA topoisomerase inhibitor	Cytotoxic plant alkaloid with antitumor properties; prototypic DNA topoisomerase I inhibitor. Induces single strand DNA breaks and protein-DNA crosslinks.	Merck Index 12 1783. Hsiang et al (1985) Camptothecin induces protein-linked DNA breaks via mammalian DNA topoisomerase I. J.Biol.Chem. 260 14873. PMID:2997227. Liu (1989) DNA topoisomerase poisons as antitumour drugs. Annu.Rev.Biochem 58 351. PMID:2549853. Pantazis et al (1993) Camptothecin derivatives induce regression of human ovarian carcinomas grown in nude mice and distinguish between non-tumorigenic and tumorigenic cells in vitro. Int.J.Cancer 53 863. PMID:8449612.	Small Molecule		http://www.tocris.com/dispprod.php?ItemId=2334	SQ1533			May-1998
